"Date","Sector","CapGain"
"2023-06-02","Consumer Cyclical",938213610.899999
"2023-06-02","Consumer Defensive",259278205.20000008
"2023-06-02","Energy",226373879.79999962
"2023-06-02","Financial Services",454777402.93
"2023-06-02","Healthcare",317417636.22999936
"2023-06-02","Industrials",735144904.97
"2023-06-02","Real Estate",111968978.60000002
"2023-06-02","Technology",-625651953.1100037
"2023-06-02","Utilities",113321906.00000001
"2023-06-02","bond",1081824869.7499995
"2023-06-05","Basic Materials",-30670802.170000117
"2023-06-05","Communication Services",186780819.6199993
"2023-06-05","Consumer Cyclical",-44374498.98999973
"2023-06-05","Consumer Defensive",-54247853.83999984
"2023-06-05","Energy",-308192872.70000005
"2023-06-05","Financial Services",-317863745.7
"2023-06-05","Healthcare",21147939.370000124
"2023-06-05","Industrials",-193613890.98000008
"2023-06-05","Real Estate",-35032507.06000002
"2023-06-05","Technology",307489486.16000146
"2023-06-05","Utilities",13953089.000000007
"2023-06-05","bond",-317284031.8499975
"2023-06-06","Basic Materials",183405241.85000014
"2023-06-06","Communication Services",185923574.48000035
"2023-06-06","Consumer Cyclical",1755931372.7900023
"2023-06-06","Consumer Defensive",17694376.260000166
"2023-06-06","Energy",326150502.56
"2023-06-06","Financial Services",1008201007.4299997
"2023-06-06","Healthcare",-9642296.24999945
"2023-06-06","Industrials",427574209.6899999
"2023-06-06","Real Estate",85033084.1500001
"2023-06-06","Technology",1338710702.9500027
"2023-06-06","Utilities",-8728212.999999959
"2023-06-06","bond",765900354.5199972
"2023-06-07","Basic Materials",87886721.00999995
"2023-06-07","Communication Services",-571626758.6800002
"2023-06-07","Consumer Cyclical",-1155817264.3200016
"2023-06-07","Consumer Defensive",70378927.69000025
"2023-06-07","Energy",351493528.8000001
"2023-06-07","Financial Services",100354339.48000003
"2023-06-07","Healthcare",-113299307.79999977
"2023-06-07","Industrials",488741930.82999986
"2023-06-07","Real Estate",121378486.15999998
"2023-06-07","Technology",-3415513059.309999
"2023-06-07","Utilities",97425573.99999994
"2023-06-07","bond",-716386956.3999995
"2023-06-08","Basic Materials",-50006767.170000196
"2023-06-08","Communication Services",250337870.56999958
"2023-06-08","Consumer Cyclical",2919421322.780002
"2023-06-08","Consumer Defensive",82914879.8000001
"2023-06-08","Energy",-45827972.429999754
"2023-06-08","Financial Services",138511171.9699995
"2023-06-08","Healthcare",128762496.68000008
"2023-06-08","Industrials",101448244.04000008
"2023-06-08","Real Estate",9092372.380000046
"2023-06-08","Technology",1371451022.7099998
"2023-06-08","Utilities",15713129.000000171
"2023-06-08","bond",646716603.5399982
"2023-06-09","Basic Materials",-60078419.85000023
"2023-06-09","Communication Services",-45352173.62000042
"2023-06-09","Consumer Cyclical",-1838194452.8899968
"2023-06-09","Consumer Defensive",-36693670.58000003
"2023-06-09","Energy",-56205326.96999982
"2023-06-09","Financial Services",-91946493.3099995
"2023-06-09","Healthcare",-127707796.18
"2023-06-09","Industrials",-73125835.60999995
"2023-06-09","Real Estate",-43069954.709999956
"2023-06-09","Technology",-568298219.1299996
"2023-06-09","Utilities",-34468270.000000045
"2023-06-09","bond",-24770976.300001316
"2023-06-12","Basic Materials",34636449.06000005
"2023-06-12","Communication Services",97592749.32000011
"2023-06-12","Consumer Cyclical",984773304.2700024
"2023-06-12","Consumer Defensive",-21362018.43999986
"2023-06-12","Energy",31042936.810000174
"2023-06-12","Financial Services",-29443061.21000056
"2023-06-12","Healthcare",193958878.02999994
"2023-06-12","Industrials",294138650.27
"2023-06-12","Real Estate",6371163.630000065
"2023-06-12","Technology",1680948329.5999985
"2023-06-12","Utilities",-27696791.999999966
"2023-06-12","bond",657447138.6600008
"2023-06-13","Basic Materials",167639805.90999994
"2023-06-13","Communication Services",8519802.94999992
"2023-06-13","Consumer Cyclical",1050987578.6799984
"2023-06-13","Consumer Defensive",137827110.75000003
"2023-06-13","Energy",-75300814.02000004
"2023-06-13","Financial Services",341857219.1000004
"2023-06-13","Healthcare",314978581.50000024
"2023-06-13","Industrials",372957579.3899998
"2023-06-13","Real Estate",83613855.97000003
"2023-06-13","Technology",-537516996.3199981
"2023-06-13","Utilities",33387726.999999933
"2023-06-13","bond",102281603.5300032
"2023-06-14","Basic Materials",-147461436.6
"2023-06-14","Communication Services",68586257.64000094
"2023-06-14","Consumer Cyclical",-602366547.6699994
"2023-06-14","Consumer Defensive",30048762.300000098
"2023-06-14","Energy",-233637561.51999986
"2023-06-14","Financial Services",-315120165.63000005
"2023-06-14","Healthcare",-286747925.2999996
"2023-06-14","Industrials",-226423052.97999978
"2023-06-14","Real Estate",-12784527.590000046
"2023-06-14","Technology",2423340021.79
"2023-06-14","Utilities",-33604138.999999985
"2023-06-14","bond",60277818.90000156
"2023-06-15","Basic Materials",111551438.83999996
"2023-06-15","Communication Services",520549701.74999934
"2023-06-15","Consumer Cyclical",2011960309.8500006
"2023-06-15","Consumer Defensive",152719540.91999975
"2023-06-15","Energy",189889211.12
"2023-06-15","Financial Services",644917493.6800001
"2023-06-15","Healthcare",569939314.0299996
"2023-06-15","Industrials",474949964.2299998
"2023-06-15","Real Estate",79950832.03999992
"2023-06-15","Technology",2255083274.559998
"2023-06-15","Utilities",44122436.00000001
"2023-06-15","bond",2097647022.960001
"2023-06-16","Basic Materials",-71540808.44000003
"2023-06-16","Communication Services",-694064214.2800002
"2023-06-16","Consumer Cyclical",-766605565.9599986
"2023-06-16","Consumer Defensive",-134693925.9600001
"2023-06-16","Energy",-147900766.02000013
"2023-06-16","Financial Services",-499305998.0999999
"2023-06-16","Healthcare",-621301798.8200003
"2023-06-16","Industrials",-644432713.7699997
"2023-06-16","Real Estate",-41246737.34999992
"2023-06-16","Technology",-3583511564.249998
"2023-06-16","Utilities",-2237216.999999938
"2023-06-16","bond",-1567718730.510002
"2023-06-20","Basic Materials",-44231723.99999988
"2023-06-20","Communication Services",36769617.319998555
"2023-06-20","Consumer Cyclical",1980013844.189999
"2023-06-20","Consumer Defensive",-134296695.10999984
"2023-06-20","Energy",-233978721.10000008
"2023-06-20","Financial Services",134160803.31000042
"2023-06-20","Healthcare",278482438.2199999
"2023-06-20","Industrials",535160992.21000004
"2023-06-20","Real Estate",-77751446.78999992
"2023-06-20","Technology",-153750906.45000166
"2023-06-20","Utilities",-61053447.9999999
"2023-06-20","bond",-156268544.27999878
"2023-06-21","Basic Materials",77003692.58999994
"2023-06-21","Communication Services",-274283222.12999976
"2023-06-21","Consumer Cyclical",-3316649220.250003
"2023-06-21","Consumer Defensive",81765593.22999999
"2023-06-21","Energy",195908968.1200002
"2023-06-21","Financial Services",-75067340.14000005
"2023-06-21","Healthcare",-47272750.0900002
"2023-06-21","Industrials",267556927.10999963
"2023-06-21","Real Estate",1947547.9700000086
"2023-06-21","Technology",-2136505768.8500004
"2023-06-21","Utilities",61707653.00000003
"2023-06-21","bond",-431309621.90000325
"2023-06-22","Basic Materials",20723418.36
"2023-06-22","Communication Services",282704494.28000057
"2023-06-22","Consumer Cyclical",2763031431.8800006
"2023-06-22","Consumer Defensive",40099434.29999979
"2023-06-22","Energy",-81409408.20000003
"2023-06-22","Financial Services",-318275919.05
"2023-06-22","Healthcare",127381224.06999989
"2023-06-22","Industrials",-55780307.199999735
"2023-06-22","Real Estate",-139989625.61999995
"2023-06-22","Technology",1021828589.1900003
"2023-06-22","Utilities",-53429731.99999992
"2023-06-22","bond",489400605.94000155
"2023-06-23","Basic Materials",26248469.8199998
"2023-06-23","Communication Services",500864053.6000014
"2023-06-23","Consumer Cyclical",-624241043.2199993
"2023-06-23","Consumer Defensive",-125976174.76999956
"2023-06-23","Energy",65966325.760000154
"2023-06-23","Financial Services",190486231.48999968
"2023-06-23","Healthcare",-257782108.4000005
"2023-06-23","Industrials",-84265271.07999997
"2023-06-23","Real Estate",-189574939.8600002
"2023-06-23","Technology",-129855328.2200017
"2023-06-23","Utilities",-170675975.0000001
"2023-06-23","bond",-57359650.720000364
"2023-06-26","Basic Materials",67351996.56
"2023-06-26","Communication Services",-304508483.6999991
"2023-06-26","Consumer Cyclical",-1789031915.1399977
"2023-06-26","Consumer Defensive",3778195.560000033
"2023-06-26","Energy",183784068.9800001
"2023-06-26","Financial Services",-31887543.26000039
"2023-06-26","Healthcare",-362352494.74000007
"2023-06-26","Industrials",168480673.31000003
"2023-06-26","Real Estate",254897025.34000015
"2023-06-26","Technology",-1671370290.1700006
"2023-06-26","Utilities",33743418.00000002
"2023-06-26","bond",-438803598.75000083
"2023-06-27","Basic Materials",84178076.82999995
"2023-06-27","Communication Services",414911811.58000046
"2023-06-27","Consumer Cyclical",1780512603.4100006
"2023-06-27","Consumer Defensive",64857385.73000066
"2023-06-27","Energy",66323760.890000105
"2023-06-27","Financial Services",458412734.1099999
"2023-06-27","Healthcare",134941379.58999997
"2023-06-27","Industrials",596491622.9200001
"2023-06-27","Real Estate",142188445.15999994
"2023-06-27","Technology",1838541957.9600003
"2023-06-27","Utilities",8663580.000000004
"2023-06-27","bond",1005163033.4099998
"2023-06-28","Basic Materials",-36205117.73999991
"2023-06-28","Communication Services",255564800.18000022
"2023-06-28","Consumer Cyclical",1457265852.6000028
"2023-06-28","Consumer Defensive",-63964166.44
"2023-06-28","Energy",115347586.80000018
"2023-06-28","Financial Services",95646164.54000005
"2023-06-28","Healthcare",164977756.38999972
"2023-06-28","Industrials",200478096.83999988
"2023-06-28","Real Estate",38495718.710000075
"2023-06-28","Technology",1258114896.6199987
"2023-06-28","Utilities",-87699439.00000018
"2023-06-28","bond",444487422.209998
"2023-06-29","Basic Materials",152201461.49
"2023-06-29","Communication Services",-77573980.00000009
"2023-06-29","Consumer Cyclical",26483598.47000368
"2023-06-29","Consumer Defensive",34941171.40000036
"2023-06-29","Energy",148974646.73000005
"2023-06-29","Financial Services",408106726.8300002
"2023-06-29","Healthcare",52482870.62999996
"2023-06-29","Industrials",98220242.03000025
"2023-06-29","Real Estate",126655743.53999987
"2023-06-29","Technology",-565308929.889999
"2023-06-29","Utilities",59880417.999999985
"2023-06-29","bond",416172894.300001
"2023-06-30","Basic Materials",34136912.549999855
"2023-06-30","Communication Services",99583872.97000042
"2023-06-30","Consumer Cyclical",433668352.72999597
"2023-06-30","Consumer Defensive",86940794.42000015
"2023-06-30","Energy",4772899.839999951
"2023-06-30","Financial Services",-306377578.6799999
"2023-06-30","Healthcare",183058088.97
"2023-06-30","Industrials",26198663.60000004
"2023-06-30","Real Estate",-113662288.70000003
"2023-06-30","Technology",707704219.6099988
"2023-06-30","Utilities",59588301.00000006
"2023-06-30","bond",496299974.9399979
"2023-07-03","Basic Materials",41280628.290000096
"2023-07-03","Communication Services",81902600.5400003
"2023-07-03","Consumer Cyclical",587616902.569998
"2023-07-03","Consumer Defensive",123945658.75000001
"2023-07-03","Energy",5700639.100000085
"2023-07-03","Financial Services",408345642.0800001
"2023-07-03","Healthcare",-49018833.460000314
"2023-07-03","Industrials",70283183.48000021
"2023-07-03","Real Estate",60571233.75
"2023-07-03","Technology",30851849.289999977
"2023-07-03","Utilities",26208332.999999925
"2023-07-03","bond",160403655.58000043
"2023-07-05","Basic Materials",-153880814.85999995
"2023-07-05","Communication Services",367661449.3600003
"2023-07-05","Consumer Cyclical",560078157.1200029
"2023-07-05","Consumer Defensive",25671267.00000027
"2023-07-05","Energy",-120115636.34000014
"2023-07-05","Financial Services",162482644.76999956
"2023-07-05","Healthcare",115676088.68000042
"2023-07-05","Industrials",32773455.620000094
"2023-07-05","Real Estate",35024303.40000008
"2023-07-05","Technology",-88207061.50999893
"2023-07-05","Utilities",104425025.00000004
"2023-07-05","bond",-54379478.690002605
"2023-07-06","Basic Materials",-24756386.650000088
"2023-07-06","Communication Services",-196989305.26999903
"2023-07-06","Consumer Cyclical",-432614053.23999405
"2023-07-06","Consumer Defensive",2270110.910000288
"2023-07-06","Energy",-186610387.61999995
"2023-07-06","Financial Services",-182803441.82000008
"2023-07-06","Healthcare",-69235881.34999967
"2023-07-06","Industrials",-148890239.5099999
"2023-07-06","Real Estate",31251708.84999991
"2023-07-06","Technology",250844166.22999868
"2023-07-06","Utilities",-28111227.999999978
"2023-07-06","bond",-178359904.5599988
"2023-07-07","Basic Materials",192313554.86000004
"2023-07-07","Communication Services",-3347144.510000781
"2023-07-07","Consumer Cyclical",558757234.0799992
"2023-07-07","Consumer Defensive",-102687937.48999989
"2023-07-07","Energy",590072492.94
"2023-07-07","Financial Services",661542323.6600003
"2023-07-07","Healthcare",-160920640.8400001
"2023-07-07","Industrials",225565028.64000005
"2023-07-07","Real Estate",68284943.01999992
"2023-07-07","Technology",249389719.79999936
"2023-07-07","Utilities",-11045230.000000015
"2023-07-07","bond",281060484.81000125
"2023-07-10","Basic Materials",53070139.53999997
"2023-07-10","Communication Services",-125107941.50999914
"2023-07-10","Consumer Cyclical",460147.42999905004
"2023-07-10","Consumer Defensive",-13531936.769999713
"2023-07-10","Energy",150197895.63999975
"2023-07-10","Financial Services",543660915.8200003
"2023-07-10","Healthcare",510724083.17999995
"2023-07-10","Industrials",398169989.11
"2023-07-10","Real Estate",78478558.84000014
"2023-07-10","Technology",965983460.9100004
"2023-07-10","Utilities",-7912742.00000006
"2023-07-10","bond",668455068.2200023
"2023-07-11","Basic Materials",96015292.77999994
"2023-07-11","Communication Services",543234665.9000012
"2023-07-11","Consumer Cyclical",613773541.1500046
"2023-07-11","Consumer Defensive",5312386.080000041
"2023-07-11","Energy",299485307.65999985
"2023-07-11","Financial Services",599611154.2100002
"2023-07-11","Healthcare",191158938.41999996
"2023-07-11","Industrials",277283853.1399997
"2023-07-11","Real Estate",125834637.17999998
"2023-07-11","Technology",288146934.40000117
"2023-07-11","Utilities",48318431.99999998
"2023-07-11","bond",616333570.55
"2023-07-12","Basic Materials",52625081.65999983
"2023-07-12","Communication Services",235250729.30999956
"2023-07-12","Consumer Cyclical",-490790955.2899972
"2023-07-12","Consumer Defensive",2843617.699999997
"2023-07-12","Energy",-57686188.12000038
"2023-07-12","Financial Services",-254067705.64999986
"2023-07-12","Healthcare",-443136040.4100003
"2023-07-12","Industrials",-259898428.91000015
"2023-07-12","Real Estate",-72315684.35999992
"2023-07-12","Technology",-184663931.47000128
"2023-07-12","Utilities",59603751.99999986
"2023-07-12","bond",86306540.97000083
"2023-07-13","Basic Materials",38742285.73000014
"2023-07-13","Communication Services",310636841.40000033
"2023-07-13","Consumer Cyclical",341053519.4100015
"2023-07-13","Consumer Defensive",17016864.579999935
"2023-07-13","Energy",-44884465.00000003
"2023-07-13","Financial Services",1923473527.4000008
"2023-07-13","Healthcare",-132137956.44000003
"2023-07-13","Industrials",163683302.6400002
"2023-07-13","Real Estate",69180443.99000002
"2023-07-13","Technology",1702325059.1699991
"2023-07-13","Utilities",29981185.999999937
"2023-07-13","bond",706992217.4900011
"2023-07-14","Basic Materials",-93097948.36999992
"2023-07-14","Communication Services",-402721442.83999985
"2023-07-14","Consumer Cyclical",370332268.2600012
"2023-07-14","Consumer Defensive",4334755.279999873
"2023-07-14","Energy",-386574576.0199997
"2023-07-14","Financial Services",-888954369.1100001
"2023-07-14","Healthcare",240407197.32999992
"2023-07-14","Industrials",-427865500.28999996
"2023-07-14","Real Estate",-22426382.499999963
"2023-07-14","Technology",-1561050308.2299979
"2023-07-14","Utilities",-17278266.00000003
"2023-07-14","bond",-711177329.440001
"2023-07-17","Basic Materials",60199901.22999993
"2023-07-17","Communication Services",-300880741.3999997
"2023-07-17","Consumer Cyclical",637843787.3999999
"2023-07-17","Consumer Defensive",17848499.54999997
"2023-07-17","Energy",62413241.33999997
"2023-07-17","Financial Services",457961901.12000006
"2023-07-17","Healthcare",82499637.19999965
"2023-07-17","Industrials",223488155.1599998
"2023-07-17","Real Estate",-76151659.99
"2023-07-17","Technology",1502966788.3300009
"2023-07-17","Utilities",-32488991.999999948
"2023-07-17","bond",672883206.4499989
"2023-07-18","Basic Materials",98377766.78999989
"2023-07-18","Communication Services",354423557.9500004
"2023-07-18","Consumer Cyclical",768288075.4199998
"2023-07-18","Consumer Defensive",-22762721.009999644
"2023-07-18","Energy",278851744.72000027
"2023-07-18","Financial Services",696725714.4799995
"2023-07-18","Healthcare",16590279.850000225
"2023-07-18","Industrials",211133569.99000007
"2023-07-18","Real Estate",-82545496.61999997
"2023-07-18","Technology",1784827181.8500023
"2023-07-18","Utilities",-29901011.999999907
"2023-07-18","bond",1118121778.340001
"2023-07-19","Basic Materials",-8917532.680000007
"2023-07-19","Communication Services",-673448.7000004229
"2023-07-19","Consumer Cyclical",-389169136.6100032
"2023-07-19","Consumer Defensive",98827309.31999972
"2023-07-19","Energy",62977641.8
"2023-07-19","Financial Services",632952348.79
"2023-07-19","Healthcare",6113342.449999556
"2023-07-19","Industrials",25017195.280000024
"2023-07-19","Real Estate",30364743.500000004
"2023-07-19","Technology",-1064305297.3900003
"2023-07-19","Utilities",47904119.99999988
"2023-07-19","bond",-929063.5299997188
"2023-07-20","Basic Materials",-117417252.48999996
"2023-07-20","Communication Services",-415821570.35
"2023-07-20","Consumer Cyclical",-3695787065.3400035
"2023-07-20","Consumer Defensive",95358561.10000005
"2023-07-20","Energy",15109101.419999918
"2023-07-20","Financial Services",108727818.80000053
"2023-07-20","Healthcare",83658525.53000021
"2023-07-20","Industrials",107832199.15000042
"2023-07-20","Real Estate",-21149877.62999996
"2023-07-20","Technology",-2124377395.7900002
"2023-07-20","Utilities",81239317.99999997
"2023-07-20","bond",-1398050463.1700006
"2023-07-21","Basic Materials",-6675358.149999889
"2023-07-21","Communication Services",-817515877.8200005
"2023-07-21","Consumer Cyclical",-1818003948.3000038
"2023-07-21","Consumer Defensive",3852627.140000105
"2023-07-21","Energy",83705004.7699999
"2023-07-21","Financial Services",-240804421.96000057
"2023-07-21","Healthcare",467534073.90000004
"2023-07-21","Industrials",-105394611.6099999
"2023-07-21","Real Estate",-3461334.7899999977
"2023-07-21","Technology",-2316148066.3
"2023-07-21","Utilities",65034980.99999997
"2023-07-21","bond",-640145218.6899986
"2023-07-24","Basic Materials",10352356.350000057
"2023-07-24","Communication Services",-85707706.89999916
"2023-07-24","Consumer Cyclical",2192184119.0400014
"2023-07-24","Consumer Defensive",66306576.85999966
"2023-07-24","Energy",199043327.52999988
"2023-07-24","Financial Services",362672468.8999999
"2023-07-24","Healthcare",-233861031.92999944
"2023-07-24","Industrials",45420059.71000005
"2023-07-24","Real Estate",91880497.68999998
"2023-07-24","Technology",-226571310.50000006
"2023-07-24","Utilities",-27642852.999999933
"2023-07-24","bond",296377599.7699993
"2023-07-25","Basic Materials",151254174.51999992
"2023-07-25","Communication Services",-230228310.94999954
"2023-07-25","Consumer Cyclical",-982306232.7100028
"2023-07-25","Consumer Defensive",-43597581.449999936
"2023-07-25","Energy",95916976.5600001
"2023-07-25","Financial Services",152591605.19999954
"2023-07-25","Healthcare",202122045.19999993
"2023-07-25","Industrials",175382877.12999958
"2023-07-25","Real Estate",-69941134.33000004
"2023-07-25","Technology",887765587.3700002
"2023-07-25","Utilities",7595606.999999901
"2023-07-25","bond",273116292.5999972
"2023-07-26","Basic Materials",48323297.119999945
"2023-07-26","Communication Services",-62290031.31999968
"2023-07-26","Consumer Cyclical",988039672.4800018
"2023-07-26","Consumer Defensive",49355425.09999981
"2023-07-26","Energy",144343260.90000018
"2023-07-26","Financial Services",360618723.29999954
"2023-07-26","Healthcare",362248389.4600002
"2023-07-26","Industrials",479464242.53000015
"2023-07-26","Real Estate",71244210.00999995
"2023-07-26","Technology",-1302405637.12
"2023-07-26","Utilities",7550349.000000009
"2023-07-26","bond",463089840.19999576
"2023-07-27","Basic Materials",-168566955.05000004
"2023-07-27","Communication Services",-1486176521.7000005
"2023-07-27","Consumer Cyclical",-2273702675.389999
"2023-07-27","Consumer Defensive",-170390194.02000007
"2023-07-27","Energy",-238712914.45000023
"2023-07-27","Financial Services",-898543947.2000003
"2023-07-27","Healthcare",-412718941.2099998
"2023-07-27","Industrials",-603345237.41
"2023-07-27","Real Estate",-311454496.42999995
"2023-07-27","Technology",-2310765792.7400007
"2023-07-27","Utilities",-115940212.00000001
"2023-07-27","bond",-2540221072.919997
"2023-07-28","Basic Materials",7256738.12999998
"2023-07-28","Communication Services",1449877503.3800008
"2023-07-28","Consumer Cyclical",1391328432.1799989
"2023-07-28","Consumer Defensive",99681854.08000012
"2023-07-28","Energy",98616629.54999995
"2023-07-28","Financial Services",-42254323.53999984
"2023-07-28","Healthcare",93688891.22000003
"2023-07-28","Industrials",115491297.29999982
"2023-07-28","Real Estate",-64952810.89999985
"2023-07-28","Technology",347067546.53000015
"2023-07-28","Utilities",-48259559.00000005
"2023-07-28","bond",485284141.000002
"2023-07-31","Basic Materials",61353638.73999989
"2023-07-31","Communication Services",247554970.35000142
"2023-07-31","Consumer Cyclical",552468177.8799998
"2023-07-31","Consumer Defensive",-68884773.75999977
"2023-07-31","Energy",215423088.59999993
"2023-07-31","Financial Services",303303551.799999
"2023-07-31","Healthcare",-292750778.46999943
"2023-07-31","Industrials",287202913.75000006
"2023-07-31","Real Estate",46957589.76000001
"2023-07-31","Technology",508253189.33999974
"2023-07-31","Utilities",-33219251.0000002
"2023-07-31","bond",249691061.92999947
"2023-08-01","Basic Materials",1716298.4800001022
"2023-08-01","Communication Services",202809592.09999874
"2023-08-01","Consumer Cyclical",-367551016.41000044
"2023-08-01","Consumer Defensive",-62184665.44000012
"2023-08-01","Energy",16863285.800000258
"2023-08-01","Financial Services",-29145256.679999508
"2023-08-01","Healthcare",-176443831.61000067
"2023-08-01","Industrials",406104564.3799996
"2023-08-01","Real Estate",-12068678.160000032
"2023-08-01","Technology",772678601.4699985
"2023-08-01","Utilities",-76758576.99999984
"2023-08-01","bond",-14570139.869997073
"2023-08-02","Basic Materials",-111176822.51000012
"2023-08-02","Communication Services",-355370405.74000055
"2023-08-02","Consumer Cyclical",-496765336.7499978
"2023-08-02","Consumer Defensive",53228094.660000145
"2023-08-02","Energy",-154787911.27999997
"2023-08-02","Financial Services",-43871363.42999954
"2023-08-02","Healthcare",16195503.879999809
"2023-08-02","Industrials",-504971481.99000037
"2023-08-02","Real Estate",16667163.660000067
"2023-08-02","Technology",-4405823337.259999
"2023-08-02","Utilities",21142611.999999955
"2023-08-02","bond",-1426234038.3300009
"2023-08-03","Basic Materials",-69996031.53999999
"2023-08-03","Communication Services",94345901.51999965
"2023-08-03","Consumer Cyclical",1099401341.539999
"2023-08-03","Consumer Defensive",28880956.940000262
"2023-08-03","Energy",200834656.39999983
"2023-08-03","Financial Services",118829249.00000021
"2023-08-03","Healthcare",-62952735.85999986
"2023-08-03","Industrials",6258154.899999924
"2023-08-03","Real Estate",-14863056.210000081
"2023-08-03","Technology",622249687.3900002
"2023-08-03","Utilities",-116172707.00000003
"2023-08-03","bond",263619729.21999827
"2023-08-04","Basic Materials",-7534170.660000057
"2023-08-04","Communication Services",-165194522.279999
"2023-08-04","Consumer Cyclical",-1838012272.0200028
"2023-08-04","Consumer Defensive",-139825377.50000018
"2023-08-04","Energy",-43283536.92999995
"2023-08-04","Financial Services",-293191251.08999944
"2023-08-04","Healthcare",-196410946.90000004
"2023-08-04","Industrials",-360380773.6800002
"2023-08-04","Real Estate",-116729242.59999983
"2023-08-04","Technology",-1446931234.0300024
"2023-08-04","Utilities",-88030203.00000003
"2023-08-04","bond",-942602885.2400018
"2023-08-07","Basic Materials",30887780.469999913
"2023-08-07","Communication Services",167385741.7400001
"2023-08-07","Consumer Cyclical",153265688.0099994
"2023-08-07","Consumer Defensive",102638014.15999983
"2023-08-07","Energy",-26401401.93999999
"2023-08-07","Financial Services",1002928.3699996461
"2023-08-07","Healthcare",-527985407.8100002
"2023-08-07","Industrials",101321724.93999974
"2023-08-07","Real Estate",70624839.35999991
"2023-08-07","Technology",-266679455.68999943
"2023-08-07","Utilities",-23963148.000000037
"2023-08-07","bond",142983231.55999953
"2023-08-08","Basic Materials",125371796.43999998
"2023-08-08","Communication Services",97355724.25000015
"2023-08-08","Consumer Cyclical",439307170.8599996
"2023-08-08","Consumer Defensive",-134790368.65999988
"2023-08-08","Energy",343660683.79999995
"2023-08-08","Financial Services",238418165.5399998
"2023-08-08","Healthcare",129794959.53000093
"2023-08-08","Industrials",12473722.989999957
"2023-08-08","Real Estate",7465627.910000058
"2023-08-08","Technology",-58897611.77999716
"2023-08-08","Utilities",23341423.99999995
"2023-08-08","bond",238983414.7300033
"2023-08-09","Basic Materials",-70116757.09
"2023-08-09","Communication Services",-664045308.0300002
"2023-08-09","Consumer Cyclical",-1692903365.1500008
"2023-08-09","Consumer Defensive",-10268595.389999937
"2023-08-09","Energy",61215600.88000002
"2023-08-09","Financial Services",-571835406.9999999
"2023-08-09","Healthcare",171312939.13999993
"2023-08-09","Industrials",-132853107.61000003
"2023-08-09","Real Estate",2273864.389999982
"2023-08-09","Technology",-2629981682.05
"2023-08-09","Utilities",37340535.99999989
"2023-08-09","bond",-891373062.4299982
"2023-08-10","Basic Materials",-130183319.65000004
"2023-08-10","Communication Services",-91258861.65999906
"2023-08-10","Consumer Cyclical",-588612069.8100002
"2023-08-10","Consumer Defensive",-103091826.72000013
"2023-08-10","Energy",-77817964.72000001
"2023-08-10","Financial Services",-195842376.39999983
"2023-08-10","Healthcare",-155401517.59000063
"2023-08-10","Industrials",-167994060.05999973
"2023-08-10","Real Estate",-63666299.77999997
"2023-08-10","Technology",-384250033.5000001
"2023-08-10","Utilities",-63567362.00000001
"2023-08-10","bond",-924409914.4500017
"2023-08-11","Basic Materials",7935488.970000035
"2023-08-11","Communication Services",18828098.789999947
"2023-08-11","Consumer Cyclical",74336805.48999903
"2023-08-11","Consumer Defensive",53558062.67999973
"2023-08-11","Energy",203371329.99
"2023-08-11","Financial Services",167138380.08000022
"2023-08-11","Healthcare",268681911.95
"2023-08-11","Industrials",30954879.839999974
"2023-08-11","Real Estate",51330549.33000001
"2023-08-11","Technology",-504409934.51999885
"2023-08-11","Utilities",12500959.000000065
"2023-08-11","bond",117612570.01999788
"2023-08-14","Basic Materials",403006675.2199997
"2023-08-14","Communication Services",284973032.4400007
"2023-08-14","Consumer Cyclical",726778990.559999
"2023-08-14","Consumer Defensive",-129029302.84999989
"2023-08-14","Energy",-43789377.680000074
"2023-08-14","Financial Services",-16819195.49999983
"2023-08-14","Healthcare",224784997.06999904
"2023-08-14","Industrials",134248852.62
"2023-08-14","Real Estate",-32916643.739999887
"2023-08-14","Technology",3617382092.969999
"2023-08-14","Utilities",-2217336.9999998654
"2023-08-14","bond",647437083.6300019
"2023-08-15","Basic Materials",-134333544.55999997
"2023-08-15","Communication Services",-92432847.63999987
"2023-08-15","Consumer Cyclical",-790384294.0799996
"2023-08-15","Consumer Defensive",-63919893.129999906
"2023-08-15","Energy",-198837017.47000018
"2023-08-15","Financial Services",-440805416.8399997
"2023-08-15","Healthcare",-26111331.07000121
"2023-08-15","Industrials",-202299650.54
"2023-08-15","Real Estate",-36356810.82000004
"2023-08-15","Technology",-915164860.6800034
"2023-08-15","Utilities",-235286357.0000001
"2023-08-15","bond",-892965160.560001
"2023-08-16","Basic Materials",-29416123.370000143
"2023-08-16","Communication Services",-201529776.65999922
"2023-08-16","Consumer Cyclical",-698967510.2300017
"2023-08-16","Consumer Defensive",-257456700.03999996
"2023-08-16","Energy",-93386385.96000017
"2023-08-16","Financial Services",-117296945.71000017
"2023-08-16","Healthcare",-298556158.9600014
"2023-08-16","Industrials",-148197497.66999996
"2023-08-16","Real Estate",-80477401.64999998
"2023-08-16","Technology",-1240347243.0799997
"2023-08-16","Utilities",-18365897.999999978
"2023-08-16","bond",-928675894.1399993
"2023-08-17","Basic Materials",-65973369.38000013
"2023-08-17","Communication Services",-399256443.9000011
"2023-08-17","Consumer Cyclical",-1658510526.1900012
"2023-08-17","Consumer Defensive",-266765988.48999992
